Artist,Song Name,Lyrics,Mood
Eagles,Hotel California,"On a dark desert highway
Cool wind in my hair
Warm smell of colitas
Rising up through the air
Up ahead in the distance
I saw a shimmering light
My head grew heavy and my sight grew dim
I had to stop for the night
There she stood in the doorway
I heard the mission bell
And I was thinking to myself
""This could be Heaven or this could be Hell""
Then she lit up a candle
And she showed me the way
There were voices down the corridor
I thought I heard them say
Welcome to the Hotel California
Such a lovely place (such a lovely place)
Such a lovely face
Plenty of room at the Hotel California
Any time of year (any time of year)
You can find it here
Her mind is Tiffany-twisted
She got the Mercedes Benz
She got a lot of pretty, pretty boys
That she calls friends
How they dance in the courtyard
Sweet summer sweat
Some dance to remember
Some dance to forget
So I called up the Captain
""Please bring me my wine""
He said, 'We haven't had that spirit here
Since 1969""
And still those voices are calling from far away
Wake you up in the middle of the night
Just to hear them say
Welcome to the Hotel California
Such a lovely place (such a lovely place)
Such a lovely face
They livin' it up at the Hotel California
What a nice surprise (what a nice surprise)
Bring your alibis
Mirrors on the ceiling
The pink champagne on ice
And she said, 'We are all just prisoners here
Of our own device""
And in the master's chambers
They gathered for the feast
They stab it with their steely knives
But they just can't kill the beast
Last thing I remember, I was
Running for the door
I had to find the passage back
To the place I was before
""Relax, "" said the night man
""We are programmed to receive
You can check out any time you like
But you can never leave""",Sad
Hozier,Take Me to Church,"My lover's got humor
She's the giggle at a funeral
Knows everybody's disapproval
I should've worshiped her sooner
If the Heavens ever did speak
She's the last true mouthpiece
Every Sunday's getting more bleak
A fresh poison each week
""We were born sick"", you heard them say it
My church offers no absolutes
She tells me, ""Worship in the bedroom""
The only Heaven I'll be sent to
Is when I'm alone with you
I was born sick, but I love it
Command me to be well
A-, Amen, Amen, Amen
Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life
Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life
If I'm a pagan of the good times
My lover's the sunlight
To keep the Goddess on my side
She demands a sacrifice
Drain the whole sea
Get something shiny
Something meaty for the main course
That's a fine looking high horse
What you got in the stable?
We've a lot of starving faithful
That looks tasty
That looks plenty
This is hungry work
Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins so you can sharpen your knife
Offer me my deathless death
Good God, let me give you my life
Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins so you can sharpen your knife
Offer me my deathless death
Good God, let me give you my life
No masters or kings when the ritual begins
There is no sweeter innocence than our gentle sin
In the madness and soil of that sad earthly scene
Only then I am human
Only then I am clean
Oh, oh, Amen, Amen, Amen
Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life
Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life",Sad
Joni Mitchell,"Both Sides, Now","Rows and flows of angel hair
And ice cream castles in the air
And feather canyons everywhere
Looked at clouds that way
But now they only block the sun
They rain and they snow on everyone
So many things I would have done
But clouds got in my way
I've looked at clouds from both sides now
From up and down and still somehow
It's cloud illusions I recall
I really don't know clouds at all
Moons and Junes and Ferris wheels
The dizzy dancing way that you feel
As every fairy tale comes real
I've looked at love that way
But now it's just another show
And you leave 'em laughing when you go
And if you care, don't let them know
Don't give yourself away
I've looked at love from both sides now
From give and take and still somehow
It's love's illusions that I recall
I really don't know love
Really don't know love at all
Tears and fears and feeling proud
To say, ""I love you"" right out loud
Dreams and schemes and circus crowds
I've looked at life that way
Oh, but now old friends they're acting strange
And they shake their heads and they tell me that I've changed
Well something's lost, but something's gained
In living every day
I've looked at life from both sides now
From win and lose and still somehow
It's life's illusions I recall
I really don't know life at all
It's life's illusions that I recall
I really don't know life
I really don't know life at all",Sad
Justin Bieber,Love Yourself,"For all the times that you rained on my parade
And all the clubs you get in using my name
You think you broke my heart, oh, girl, for goodness' sake
You think I'm crying on my own, well, I ain't
And I didn't wanna write a song
'Cause I didn't want anyone thinkin' I still care, I don't, but
You still hit my phone up
And baby, I'll be movin' on
And I think you should be somethin' I don't wanna hold back
Maybe you should know that
My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job
Didn't see what's going on, but now I know
I'm better sleeping on my own
'Cause if you like the way you look that much
Oh, baby, you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself
But when you told me that you hated my friends
The only problem was with you and not them
And every time you told me my opinion was wrong
And tried to make me forget where I came from
And I didn't wanna write a song
'Cause I didn't want anyone thinkin' I still care, I don't, but
You still hit my phone up
And baby, I'll be movin' on
And I think you should be somethin' I don't wanna hold back
Maybe you should know that
My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job
Didn't see what's going on, but now I know
I'm better sleeping on my own
'Cause if you like the way you look that much
Oh, baby, you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself
For all the times that you made me feel small
I fell in love, now I feel nothin' at all
I never felt so low and I was vulnerable
Was I a fool to let you break down my walls?
'Cause if you like the way you look that much
Oh, baby, you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself
'Cause if you like the way you look that much
Oh, baby, you should go and love yourself (yeah)
And if you think (you think) that I'm (that I'm)
Still holdin' on to somethin' (holdin' on, no)
You should go and love yourself",Sad
Kendrick Lamar,Swimming Pools (Drank),"Pour up (drank), head shot (drank)
Sit down (drank), stand up (drank)
Pass out (drank), wake up (drank)
Faded (drank), faded (drank)
Now I done grew up 'round some people livin' their life in bottles
Granddaddy had the golden flask
Backstroke every day in Chicago
Some people like the way it feels
Some people wanna kill their sorrows
Some people wanna fit in with the popular, that was my problem
I was in the dark room, loud tunes, lookin' to make a vow soon
That I'ma get fucked up, fillin' up my cup, I see the crowd mood
Changin' by the minute and the record on repeat
Took a sip, then another sip, then somebody said to me
Nigga why you babysittin' only two or three shots?
I'ma show you how to turn it up a notch
First you get a swimming pool full of liquor, then you dive in it
Pool full of liquor, then you dive in it
I wave a few bottles, then I watch 'em all flock
All the girls wanna play Baywatch
I got a swimming pool full of liquor and they dive in it
Po-pool full of liquor I'ma dive in it
Pour up (drank), head shot (drank)
Sit down (drank), stand up (drank)
Pass out (drank), wake up (drank)
Faded (drank), faded (drank)
Okay, now open your mind up and listen me, Kendrick
I'm your conscience, if you do not hear me
Then you will be history, Kendrick
I know that you're nauseous right now
And I'm hopin' to lead you to victory, Kendrick
If I take another one down I'ma drown in some poison abusin' my limit
I think that I'm feelin' the vibe, I see the love in her eyes
I see the feelin', the freedom is granted
As soon as the damage of vodka arrive
This how you capitalize, this is parental advice
Then apparently, I'm over-influenced by what you are doin'
I thought I was doin' the most then someone said to me
Nigga why you babysittin' only two or three shots?
I'ma show you how to turn it up a notch
First you get a swimming pool full of liquor, then you dive in it
Pool full of liquor, then you dive in it
I wave a few bottles, then I watch 'em all flock
All the girls wanna play Baywatch
I got a swimming pool full of liquor and they dive in it
Po-pool full of liquor I'ma dive in it
Pour up (drank), head shot (drank)
Sit down (drank), stand up (drank)
Pass out (drank), wake up (drank)
Faded (drank), faded (drank)
I ride, you ride, bang
One chopper, 100 shots, bang
Hop out, do you bang?
Two chopper, 200 shots, bang
I ride, you ride, bang
One chopper, 100 shots, bang
Hop out, do you bang?
Two chopper, 200 shots, bang
Nigga why you babysittin' only two or three shots?
I'ma show you how to turn it up a notch
First you get a swimming pool full of liquor, then you dive in it
Pool full of liquor, then you dive in it
I wave a few bottles, then I watch 'em all flock
All the girls wanna play Baywatch
I got a swimming pool full of liquor and they dive in it
Po-pool full of liquor I'ma dive in it
Pour up (drank), head shot (drank)
Sit down (drank), stand up (drank)
Pass out (drank), wake up (drank)
Faded (drank), faded (drank)
Sherane, Sherane
(Pool full of Kendrick's lies in it)
(W-watch 'em all flock)
Aw man, where is she takin' me?
Where is she takin' me? (Pool full of liquor I'ma die in it)
All I, all I, all I, all I have in life is my new appetite for failure
And I got Hunger pain that grow insane, tell me do that sound familiar?
If it do then you're like me, making excuse that your relief
Is in the bottom of the bottle and the greenest indo leaf
As the window open I release everything that corrode inside of me
I see you joking, why you laugh? Don't you feel bad?
I probably sleep and never ever wake up
Never ever wake up, never ever wake up
In God I trust
But just when I thought I had enough
They stomped the homie out over a bitch?
K-Dot, you good, blood?
Now we can drop, ye we can drop you back off
That nigga's straight, man, that nigga ain't trippin'
We gon' do the same ol' shit
I'ma pop a few shots, they gon' run, they gon' run opposite ways
Fall right in -'s lap
And he gon' tear they ass up, simple as that
And I hope that bitch that set him up out there
We gon' pop that bitch too
Wait hold up, ayy, I see someone
Aha, got them niggas, K-Dot, you good?
L-, you good?
Yeah, blood, I'm good, Dave, you good?
Dave? Dave, say somethin', Dave?
These bitch ass niggas killed my brother",Sad
Led Zeppelin,Stairway to Heaven,"There's a lady who's sure
All that glitters is gold
And she's buying a stairway to heaven
When she gets there she knows
If the stores are all closed
With a word she can get what she came for
Ooh ooh ooh ooh ooh
And she's buying a stairway to heaven
There's a sign on the wall
But she wants to be sure
'Cause you know, sometimes words have two meanings
In a tree by the brook
There's a songbird who sings
Sometimes all of our thoughts are misgiven
Ooh, it makes me wonder
Ooh, it makes me wonder
There's a feeling I get
When I look to the west
And my spirit is crying for leaving
In my thoughts I have seen
Rings of smoke through the trees
And the voices of those who stand looking
Ooh, it makes me wonder
Ooh, it really makes me wonder
And it's whispered that soon
If we all call the tune
Then the piper will lead us to reason
And a new day will dawn
For those who stand long
And the forests will echo with laughter
Oh whoa-whoa-whoa, oh-oh
If there's a bustle in your hedgerow, don't be alarmed now
It's just a spring clean for the May Queen
Yes, there are two paths you can go by, but in the long run
And there's still time to change the road you're on
And it makes me wonder
Oh, whoa
Your head is humming and it won't go
In case you don't know
The piper's calling you to join him
Dear lady, can you hear the wind blow?
And did you know
Your stairway lies on the whispering wind?
And as we wind on down the road
Our shadows taller than our soul
There walks a lady we all know
Who shines white light and wants to show
How everything still turns to gold
And if you listen very hard
The tune will come to you at last
When all are one and one is all, yeah
To be a rock and not to roll
And she's buying a stairway to heaven",Sad
Miley Cyrus,Wrecking Ball,"We clawed, we chained, our hearts in vain
We jumped, never asking why
We kissed, I fell under your spell
A love no one could deny
Don't you ever say I just walked away
I will always want you
I can't live a lie, running for my life
I will always want you
I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
Yeah, you, you wreck me
I put you high up in the sky
And now, you're not coming down
It slowly turned, you let me burn
And now, we're ashes on the ground
Don't you ever say I just walked away
I will always want you
I can't live a lie, running for my life
I will always want you
I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me
I never meant to start a war
I just wanted you to let me in
And instead of using force
I guess I should've let you win
I never meant to start a war
I just wanted you to let me in
I guess I should've let you win
Don't you ever say I just walked away
I will always want you
I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me
Yeah, you, you wreck me",Sad
Pink Floyd,Wish You Were Here,"And disciplinary remains mercifully
Yes and um, I'm with you Derek, this star nonsense
Yes, yes
Now which is it?
I am sure of it
So, so you think you can tell
Heaven from hell?
Blue skies from pain?
Can you tell a green field
From a cold steel rail?
A smile from a veil?
Do you think you can tell?
Did they get you to trade
Your heroes for ghosts?
Hot ashes for trees?
Hot air for a cool breeze?
Cold comfort for change?
Did you exchange
A walk-on part in the war
For a leading role in a cage?
How I wish, how I wish you were here
We're just two lost souls
Swimming in a fish bowl
Year after year
Running over the same old ground
What have we found?
The same old fears
Wish you were here",Sad
Prince,Purple Rain,"I never meant to cause you any sorrow
I never meant to cause you any pain
I only wanted one time to see you laughing
I only want to see you laughing in the purple rain
Purple rain Purple rain
Purple rain Purple rain
Purple rain Purple rain
I only want to see you bathing in the purple rain
I never wanted to be your weekend lover
I only wanted to be some kind of friend
Baby I could never steal you from another
It's such a shame our friendship had to end
Purple rain Purple rain
Purple rain Purple rain
Purple rain Purple rain
I only want to see you underneath the purple rain
Honey I know, I know, I know times are changing
It's time we all reach out for something new
That means you too
You say you want a leader
But you can't seem to make up your mind
I think you better close it
And let me guide you to the purple rain
Purple rain Purple rain
Purple rain Purple rain
If you know what I'm singing about up here
C'mon raise your hand
Purple rain Purple rain
I only want to see you, only want to see you
In the purple rain",Sad
Queen,Bohemian Rhapsody,"Is this the real life?
Is this just fantasy?
Caught in a landside,
No escape from reality
Open your eyes,
Look up to the skies and see,
I'm just a poor boy, I need no sympathy,
Because I'm easy come, easy go,
Little high, little low,
Any way the wind blows doesn't really matter to
Me, to me
Mamaaa,
Just killed a man,
Put a gun against his head, pulled my trigger,
Now he's dead
Mamaaa, life had just begun,
But now I've gone and thrown it all away
Mama, oooh,
Didn't mean to make you cry,
If I'm not back again this time tomorrow,
Carry on, carry on as if nothing really matters
Too late, my time has come,
Sends shivers down my spine, body's aching all
The time
Goodbye, everybody, I've got to go,
Gotta leave you all behind and face the truth
Mama, oooh
I don't want to die,
I sometimes wish I'd never been born at all.
I see a little silhouetto of a man,
Scaramouch, Scaramouch, will you do the Fandango!
Thunderbolts and lightning, very, very frightening me
Galileo, Galileo
Galileo, Galileo
Galileo, Figaro - magnificoo
I'm just a poor boy nobody loves me
He's just a poor boy from a poor family,
Spare him his life from this monstrosity
Easy come, easy go, will you let me go
Bismillah! No, we will not let you go
(Let him go!) Bismillah! We will not let you go
(Let him go!) Bismillah! We will not let you go
(Let me go) Will not let you go
(Let me go)(Never) Never let you go
(Let me go) (Never) let you go (Let me go) Ah
No, no, no, no, no, no, no
Oh mama mia, mama mia, mama mia, let me go
Beelzebub has a devil put aside for me, for me,
For meee
So you think you can stop me and spit in my eye
So you think you can love me and leave me to die
Oh, baby, can't do this to me, baby,
Just gotta get out, just gotta get right outta here
Nothing really matters, Anyone can see,
Nothing really matters,
Nothing really matters to me
Any way the wind blows...",Sad
Radiohead,Creep,"When you were here before
Couldn't look you in the eye
You're just like an angel
Your skin makes me cry
You float like a feather
In a beautiful world
I wish I was special
You're so fuckin' special
But I'm a creep
I'm a weirdo
What the hell am I doin' here?
I don't belong here
I don't care if it hurts
I wanna have control
I want a perfect body
I want a perfect soul
I want you to notice
When I'm not around
So fuckin' special
I wish I was special
But I'm a creep
I'm a weirdo
What the hell am I doin' here?
I don't belong here
She's running out the door (run)
She's running out
She run, run, run, run
Run
Whatever makes you happy
Whatever you want
You're so fuckin' special
I wish I was special
But I'm a creep
I'm a weirdo
What the hell am I doin' here?
I don't belong here
I don't belong here",Sad
Sam Cooke,A Change Is Gonna Come,"I was born by the river
In a little tent
Oh, and just like the river, I've been running
Ever since
It's been a long
A long time coming, but I know
A change gon' come
Oh yes, it will
It's been too hard living
But I'm afraid to die
'Cause I don't know what's up there
Beyond the sky
It's been a long
A long time coming, but I know
A change gon' come
Oh yes, it will
I go to the movie
And I go downtown
And somebody keep telling me
""Don't hang around""
It's been a long
A long time coming, but I know
A change gon' come
Oh yes, it will
Then, I go to my brother
And I say, ""Brother, help me, please""
But he winds up knockin' me
Back down on my knees, oh
There been times that I thought
I couldn't last for long
But now, I think I'm able
To carry on
It's been a long
A long time coming, but I know
A change gon' come
Oh yes, it will",Sad
Whitney Houston,I Will Always Love You,"If I should stay
I would only be in your way
So I'll go but I know
I'll think of you every step of the way

And I will always love you
I will always love you
You
My darling, you
Mmm-mm

Bittersweet memories –
That is all I'm taking with me
So good-bye
Please don't cry:
We both know I'm not what you, you need

And I... will always love you
I... will always love you
You, ooh

I hope life treats you kind
And I hope you have all you've dreamed of
And I'm wishing you joy and happiness
But above all this, I wish you love

And I... will always love you
I will always love you
I will always love you
I will always love you

I will always love you
I, I will always love you

You
Darling, I love you
I'll always
I'll always love you
Ooh
Ooh
",Sad
Bon Iver,Skinny love,"Come on, skinny love, just last the year
Pour a little salt, we were never here
My my my, my my my, my my
Staring at the sink of blood and crushed veneer
I tell my love to wreck it all
Cut out all the ropes and let me fall
My my my, my my my, my my
Right in this moment, this order's tall
And I told you to be patient
And I told you to be fine
And I told you to be balanced
And I told you to be kind
And in the morning I'll be with you
But it will be a different kind
And I'm holding all the tickets
And you'll be owning all the fines
Come on, skinny love, what happened here?
Suckle on the hope in light brassieres
My my my, my my my, my my
Sullen load is full, so slow on the split
And I told you to be patient
And I told you to be fine
And I told you to be balanced
And I told you to be kind
And now all your love is wasted
And then who the hell was I?
And I'm breaking at the breaches
And at the end of all your lines
Who will love you?
Who will fight?
Who will fall far behind?",Sad
Christina Perri,A thousand years,"The day we met
Frozen I held my breath
Right from the start
I knew that I'd found a home for my heart
Beats fast
Colors and promises
How to be brave?
How can I love when I'm afraid to fall?
But watching you stand alone
All of my doubt suddenly goes away somehow
One step closer
I have died everyday waiting for you
Darling, don't be afraid, I have loved you for a thousand years
I'll love you for a thousand more
Time stands still
Beauty in all she is
I will be brave
I will not let anything take away
What's standing in front of me
Every breath, every hour has come to this
One step closer
I have died everyday waiting for you
Darling, don't be afraid, I have loved you for a thousand years
I'll love you for a thousand more
And all along I believed I would find you
Time has brought your heart to me
I have loved you for a thousand years
I'll love you for a thousand more
Ooh-ooh
Ooh-ooh
I love you for a thousand more
Ooh-ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh
Ooh-ooh-ooh-ooh
One step closer
I have died everyday waiting for you
Darling, don't be afraid, I have loved you for a thousand years
I'll love you for a thousand more
And all along I believed I would find you
Time has brought your heart to me
I have loved you for a thousand years
I'll love you for a thousand more",Sad
Damien Rice,The blower's daughter,"And so it is just like you said it would be
Life goes easy on me
Most of the time
And so it is the shorter story
No love, no glory
No hero in her sky
I can't take my eyes off of you
I can't take my eyes off you
I can't take my eyes off of you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes
And so it is just like you said it should be
We'll both forget the breeze
Most of the time
And so it is the colder water
The Blower's Daughter
The pupil in denial
I can't take my eyes off of you
I can't take my eyes off you
I can't take my eyes off of you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes
Did I say that I loathe you?
Did I say that I want to
Leave it all behind?
I can't take my mind off of you
I can't take my mind off you
I can't take my mind off of you
I can't take my mind off you
I can't take my mind off you
I can't take my mind
My mind my mind
'Til I find somebody new",Sad
Ed Sheeran,Supermarket flowers,"I took the supermarket flowers from the windowsill
I threw the day old tea from the cup
Packed up the photo album Matthew had made
Memories of a life that's been loved
Took the get well soon cards and stuffed animals
Poured the old ginger beer down the sink
Dad always told me, ""Don't you cry when you're down""
But mum, there's a tear every time that I blink
Oh I'm in pieces, it's tearing me up, but I know
A heart that's broke is a heart that's been loved
So I'll sing Hallelujah
You were an angel in the shape of my mum
When I fell down you'd be there holding me up
Spread your wings as you go
And when God takes you back we'll say Hallelujah
You're home
Fluffed the pillows, made the beds, stacked the chairs up
Folded your nightgowns neatly in a case
John says he'd drive then put his hand on my cheek
And wiped a tear from the side of my face
I hope that I see the world as you did 'cause I know
A life with love is a life that's been lived
So I'll sing Hallelujah
You were an angel in the shape of my mum
When I fell down you'd be there holding me up
Spread your wings as you go
And when God takes you back we'll say Hallelujah
You're home
Hallelujah
You were an angel in the shape of my mum
You got to see the person I have become
Spread your wings and I know
That when God took you back he said Hallelujah
You're home",Sad
Elliott Smith,Between the bars,"Drink up baby, stay up all night
With the things you could do
You won't but you might
The potential you'll be that you'll never see
The promises you'll only make
Drink up with me now
And forget all about the pressure of days
Do what I say and I'll make you okay
And drive them away
The images stuck in your head
People you've been before
That you don't want around anymore
That push and shove and won't bend to your will
I'll keep them still
Drink up baby, look at the stars
I'll kiss you again, between the bars
Where I'm seeing you there with your hands in the air
Waiting to finally be caught
Drink up one more time, and I'll make you mine
Keep you apart, deep in my heart
Separate from the rest, where I like you the best
And keep the things you forgot
People you've been before
That you don't want around anymore
That push and shove and won't bend to your will
I'll keep them still",Sad
Evanescence,My Immortal,"I'm so tired of being here
Suppressed by all my childish fears
And if you have to leave
I wish that you would just leave
'Cause your presence still lingers here
And it won't leave me alone
These wounds won't seem to heal, this pain is just too real
There's just too much that time cannot erase
When you cried, I'd wipe away all of your tears
When you'd scream, I'd fight away all of your fears
And I held your hand through all of these years
But you still have all of me
You used to captivate me by your resonating light
Now, I'm bound by the life you left behind
Your face it haunts my once pleasant dreams
Your voice it chased away all the sanity in me
These wounds won't seem to heal, this pain is just too real
There's just too much that time cannot erase
When you cried, I'd wipe away all of your tears
When you'd scream, I'd fight away all of your fears
And I held your hand through all of these years
And you still have all of me
I've tried so hard to tell myself that you're gone
But though you're still with me, I've been alone, I'm alone
When you cried, I'd wipe away all of your tears
When you'd scream, I'd fight away all of your fears
I held your hand through all of these years
You still have all of me ah, me ah, me ah",Sad
Harry Styles,Sign of the times,"Just stop your crying
It's a sign of the times
Welcome to the final show
Hope you're wearing your best clothes
You can't bribe the door on your way to the sky
You look pretty good down here
But you ain't really good
If we never learn, we been here before
Why are we always stuck and running from
The bullets?
The bullets
We never learn, we been here before
Why are we always stuck and running from
The bullets?
The bullets
Just stop your crying
It's a sign of the times
We gotta get away from here
We gotta get away from here
Just stop your crying
It'll be alright
They told me that the end is near
We gotta get away from here
Just stop your crying
Have the time of your life
Breaking through the atmosphere
And things are pretty good from here
Remember everything will be alright
We can meet again somewhere
Somewhere far away from here
We never learn, we been here before
Why are we always stuck and running from
The bullets?
The bullets
We never learn, we been here before
Why are we always stuck and running from
The bullets?
The bullets
Just stop your crying
It's a sign of the times
We gotta get away from here
We gotta get away from here
Stop your crying
Baby, it'll be alright
They told me that the end is near
We gotta get away from here
We never learn, we been here before
Why are we always stuck and running from
The bullets?
The bullets
We never learn, we been here before
Why are we always stuck and running from
The bullets?
The bullets
We don't talk enough
We should open up
Before it's all too much
Will we ever learn?
We've been here before
It's just what we know
Stop your crying, baby
It's a sign of the times
We gotta get away
We got to get away
We got to get away
We got to get away
We got to get away
We got to, we got to, away
We got to, we got to, away
We got to, we got to, away",Sad
James Arthur,Say you won't let me go,"I met you in the dark, you lit me up
You made me feel as though I was enough
We danced the night away, we drank too much
I held your hair back when
You were throwing up
Then you smiled over your shoulder
For a minute, I was stone-cold sober
I pulled you closer to my chest
And you asked me to stay over
I said, I already told ya
I think that you should get some rest
I knew I loved you then
But you'd never know
'Cause I played it cool when I was scared of letting go
I know I needed you
But I never showed
But I wanna stay with you until we're grey and old
Just say you won't let go
Just say you won't let go
I'll wake you up with some breakfast in bed
I'll bring you coffee with a kiss on your head
And I'll take the kids to school
Wave them goodbye
And I'll thank my lucky stars for that night
When you looked over your shoulder
For a minute, I forget that I'm older
I wanna dance with you right now
Oh, and you look as beautiful as ever
And I swear that everyday you'll get better
You make me feel this way somehow
I'm so in love with you
And I hope you know
Darling, your love is more than worth its weight in gold
We've come so far, my dear
Look how we've grown
And I wanna stay with you until we're grey and old
Just say you won't let go
Just say you won't let go
I wanna live with you
Even when we're ghosts
'Cause you were always there for me when I needed you most
I'm gonna love you 'til
My lungs give out
I promise 'til death we part like in our vows
So I wrote this song for you, now everybody knows
That it's just you and me 'til we're grey and old
Just say you won't let go
Just say you won't let go
Just say you won't let go
Oh, just say you won't let go",Sad
Jeff Buckley,Hallelujah,"I heard there was a secret chord
That David played and it pleased the Lord
But you don't really care for music, do you?
Well it goes like this the fourth, the fifth
The minor fall and the major lift
The baffled king composing Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Well your faith was strong but you needed proof
You saw her bathing on the roof
Her beauty and the moonlight overthrew you
She tied you to her kitchen chair
She broke your throne and she cut your hair
And from your lips, she drew the Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Baby, I've been here before
I've seen this room and I've walked this floor
You know, I used to live alone before I knew you
And I've seen your flag on the marble arch
And Love is not a victory march
It's a cold and it's a broken Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Well, there was a time when you let me know
What's really going on below
But now you never show that to me, do you?
But remember, when I moved in you
And the holy dove was moving too
And every breath, we drew was Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Maybe there's a God above
But, all I've ever learned from love
Was how to shoot somebody who outdrew you?
And it's not a cry, that you hear at night
It's not somebody, who's seen the light
It's a cold and it's a broken Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah",Sad
Lana Del Rey,Summertime sadness,"Kiss me hard before you go
Summertime sadness
I just wanted you to know
That baby, you the best
I got my red dress on tonight
Dancin' in the dark, in the pale moonlight
Done my hair up real big, beauty queen style
High heels off, I'm feelin' alive
Oh, my God, I feel it in the air
Telephone wires above are sizzlin' like a snare
Honey, I'm on fire, I feel it everywhere
Nothin' scares me anymore
(One, two, three, four)
Kiss me hard before you go
Summertime sadness
I just wanted you to know
That baby, you the best
I got that summertime, summertime sadness
Su-su-summertime, summertime sadness
Got that summertime, summertime sadness
Oh, oh-oh, oh-oh
I'm feelin' electric tonight
Cruisin' down the coast, goin' about 99
Got my bad baby by my heavenly side
I know if I go, I'll die happy tonight
Oh, my God, I feel it in the air
Telephone wires above are sizzlin' like a snare
Honey, I'm on fire, I feel it everywhere
Nothin' scares me anymore
(One, two, three, four)
Kiss me hard before you go
Summertime sadness
I just wanted you to know
That baby, you the best
I got that summertime, summertime sadness
Su-su-summertime, summertime sadness
Got that summertime, summertime sadness
Oh, oh-oh, oh-oh
Think I'll miss you forever
Like the stars miss the sun in the morning sky
Later's better than never
Even if you're gone, I'm gonna drive (drive), drive
I got that summertime, summertime sadness
Su-su-summertime, summertime sadness
Got that summertime, summertime sadness
Oh, oh-oh, oh-oh
Kiss me hard before you go
Summertime sadness
I just wanted you to know
That baby, you the best
I got that summertime, summertime sadness
Su-su-summertime, summertime sadness
Got that summertime, summertime sadness
Oh, oh-oh, oh-oh",Sad
Leonard Cohen,Famous blue raincoat,"It's four in the morning, the end of December
I'm writing you now just to see if you're better
New York is cold, but I like where I'm living
There's music on Clinton Street all through the evening
I hear that you're building your little house deep in the desert
You're living for nothing now, I hope you're keeping some kind of record
Yes, and Jane came by with a lock of your hair
She said that you gave it to her
That night that you planned to go clear
Did you ever go clear?
Ah, the last time we saw you you looked so much older
Your famous blue raincoat was torn at the shoulder
You'd been to the station to meet every train, and
You came home without Lili Marlene
And you treated my woman to a flake of your life
And when she came back she was nobody's wife
Well I see you there with the rose in your teeth
One more thin gypsy thief
Well, I see Jane's awake
She sends her regards
And what can I tell you my brother, my killer
What can I possibly say?
I guess that I miss you, I guess I forgive you
I'm glad you stood in my way
If you ever come by here, for Jane or for me
Well, your enemy is sleeping, and his woman is free
Yes, and thanks, for the trouble you took from her eyes
I thought it was there for good so I never tried
And Jane came by with a lock of your hair
She said that you gave it to her
That night that you planned to go clear
Sincerely, L Cohen",Sad
